,Unnamed: 0,id_reference,type_reference,designation,programme,code_filiere,coeff_avion,magasin,livrable,constituant,famille_code_filiere,norm_mat_inge,norm_mat_fab,indice_manufacturing,avion_impacte_pp,priorite_pp,indice_client_pp,classe_piece_ref_pp,procedes_speciaux_ind,cms_mat_pp,fournisseur_cmde,supplier_cmde,rang_appro,type_cycle,quantite_commande,cycle_negocie,quantite_receptionnee,etat_reference,etat_reference.1,supplier_achat,fournisseur_achat,indice_client.1,autonomie_matiere,autonomie_quincaillerie,quantite_FAI,type_cycle.1,cycle_fil_rouge_1ere_commande,cycle_fil_rouge_recommande,NRC_fil_rouge_total,RC_fil_rouge,cycle_standard_1ere_commande,cycle_standard_recommande,NRC_standard_total,RC_standard,devise,lag_time,date_besoin_client_new,date_transmission_proc_new,date_emission_commande_new,date_livraison_contractuelle_new,date_livraison_previsionnelle_S_new,date_reception_effective_new,date_livraison_contractuelle_initiale_new,date_affectation_new,total_cycle_duration_new,total_cycle_duration_predict
2457,2458,28666,0,838,2,25,1.0,11,True,False,3,30,30,3,8,2,2,2.0,218,17,5,5,1,2,5,65.0,5,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.037197787,0.027187398,110.0,120.0,0.026630234,0.021791124,2,-28,207,292,206,309,325,348,276,220,140.0,160.234249066
2404,2405,28140,0,429,2,1,2.0,11,True,False,1,21,21,72,8,3,4,2.0,0,104,3,3,1,2,10,60.0,10,4,4,4,4,2,2,1,10.0,2,37.0,25.0,0.018475073,0.000687292,74.0,50.0,0.011096774,0.000421203,1,-28,207,295,195,292,323,346,262,270,156.0,177.310865054
1376,1376,19193,0,584,2,5,1.0,4,False,False,4,19,19,51,2,1,3,2.0,2,89,21,21,1,2,5,50.0,5,4,4,24,24,5,1,1,5.0,2,50.0,50.0,0.026229422,0.021205909,100.0,100.0,0.017486281,0.014137273,2,-105,31,42,11,49,33,35,64,30,120.0,133.073899766
236,236,15383,0,602,2,5,5.0,4,False,False,4,19,19,13,2,2,1,2.0,1,87,21,21,1,1,5,20.0,5,4,4,24,24,2,1,1,5.0,1,20.0,20.0,0.013894823,0.006718095,40.0,40.0,0.009263215,0.00447868,2,-34,33,27,4,4,7,9,19,17,91.0,60.1198163458
1931,1932,24998,0,837,2,9,1.0,5,True,False,3,39,39,72,9,3,2,2.0,0,27,5,5,2,2,4,60.0,4,4,4,3,3,2,2,1,5.0,2,50.0,55.0,0.036050453,0.001414315,100.0,110.0,0.024728074,0.000900141,2,-158,202,241,202,385,424,446,227,178,407.0,396.711490039
3360,3375,32728,0,236,2,7,1.0,5,True,False,4,47,47,3,8,2,2,2.0,225,35,5,5,2,1,4,60.0,4,4,4,3,3,2,2,1,5.0,1,50.0,55.0,0.035854198,0.00173641,100.0,110.0,0.024057789,0.001050915,2,-71,217,348,253,375,373,396,342,263,107.0,97.1921383929
5,5,15042,0,704,2,26,1.0,4,False,False,4,47,47,31,2,1,6,2.0,2,44,2,2,2,1,1,25.0,1,4,4,12,12,7,1,1,2.0,1,30.0,30.0,0.126165261,0.018536847,60.0,60.0,0.126165261,0.018536847,2,-154,58,92,53,146,150,161,89,65,167.0,220.14535153
4091,4107,37811,0,240,2,1,2.0,5,True,False,1,22,22,3,8,1,2,3.0,180,120,3,3,2,2,2,66.0,2,4,4,4,4,2,2,1,10.0,2,37.0,25.0,0.018475073,0.00103931,74.0,50.0,0.011096774,0.000602886,1,-123,280,431,322,469,493,516,410,333,127.0,150.00003692
93,93,15158,0,382,2,4,1.0,5,False,False,2,26,26,34,2,2,3,2.0,1,0,21,21,1,1,5,20.0,5,4,4,24,24,2,1,1,5.0,1,20.0,38.9047501237,0.0064764,0.004079198,40.0,77.8095002474,0.0405427079029,0.002719484,2,-16,77,87,25,85,31,75,50,40,70.0,102.067235731
3060,3061,31154,1,271,2,7,1.0,5,True,False,4,17,17,72,13,3,2,2.0,63,87,5,5,1,2,5,65.0,1,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.045138548,0.002589385,110.0,120.0,0.03260845,0.001576549,2,17,267,340,247,351,376,399,329,258,138.0,168.305454961
381,381,15660,0,1386,2,15,3.0,4,False,False,4,19,19,38,2,2,1,2.0,2,89,2,2,3,1,10,35.0,9,4,4,3,3,2,1,1,5.0,1,35.0,35.0,0.050784641,0.007482713,70.0,70.0,0.050784641,0.002787721,2,-177,33,11,25,33,112,121,17,10,265.0,253.324673454
3486,3501,33324,0,19,2,15,4.0,5,True,False,4,19,19,3,8,2,2,2.0,221,87,5,5,1,2,20,60.0,20,4,4,3,3,2,2,1,4.0,2,50.0,55.0,0.032846974,0.001281919,100.0,110.0,0.000777768,0.000777768,2,-36,228,359,258,331,360,383,342,275,70.0,93.3650427222
4004,4019,36935,0,915,2,23,1.0,5,True,False,4,22,22,3,9,2,2,1.0,252,133,5,5,2,2,1,70.0,1,4,4,6,6,2,2,1,5.0,2,70.0,80.0,0.046874646,0.057201543,140.0,160.0,0.04310052,0.035825527,2,-38,278,415,307,442,433,455,409,320,69.0,91.7091499084
2669,2670,29647,1,100,2,9,2.0,5,True,False,3,41,41,3,8,2,4,2.0,240,29,5,5,2,2,8,70.0,3,4,4,3,3,2,2,1,10.0,2,60.0,65.0,0.032146496,0.008378211,120.0,130.0,0.024728074,0.005992826,2,-168,187,366,222,385,405,427,310,237,207.0,201.916042042
2613,2614,29471,0,653,2,26,1.0,5,True,False,4,47,47,3,8,2,2,2.0,268,38,10,10,4,2,1,45.0,1,4,4,11,11,2,2,1,4.0,2,25.0,20.0,0.113018886,0.021215249,50.0,40.0,0.098972669,0.015155425,1,-211,201,312,220,381,459,484,278,233,285.0,301.309214924
612,612,16027,1,127,2,5,1.0,4,False,False,4,23,23,13,2,1,1,2.0,6,55,2,2,1,1,3,46.0,1,4,4,3,3,2,1,1,3.0,1,46.0,51.0,0.056626988,0.015761053,92.0,102.0,0.056626988,0.01106604,2,-134,52,78,74,128,120,120,117,77,164.0,141.908894879
3514,3529,33448,1,1074,2,1,1.0,5,True,False,1,22,22,3,8,1,2,2.0,180,1,3,3,1,2,5,47.0,5,4,4,4,4,2,2,1,5.0,2,37.0,25.0,0.018475073,0.001266614,74.0,50.0,0.011096774,0.000705798,1,-106,239,372,266,360,427,449,338,286,154.0,164.110233314
3,3,15039,0,567,2,5,1.0,4,False,False,4,47,47,46,2,1,6,2.0,1,51,21,21,1,1,5,20.0,5,4,4,24,24,7,1,1,5.0,1,20.0,20.0,0.030601067,0.029895457,40.0,40.0,0.020400661,0.019930405,2,-90,29,43,33,49,27,45,56,30,103.0,132.211456596
1475,1476,19437,0,605,2,15,1.0,4,False,False,4,19,19,38,2,2,1,2.0,2,89,2,2,1,1,5,35.0,5,4,4,3,3,2,1,1,5.0,1,35.0,35.0,0.050784641,0.007230373,70.0,70.0,0.050784641,0.002535307,2,-70,33,13,12,4,16,20,12,7,151.0,116.217924908
1030,1030,17153,0,1219,2,1,1.0,4,False,False,1,22,22,14,2,1,1,2.0,1,124,3,3,1,2,20,49.0,20,4,4,4,4,2,2,1,20.0,2,37.0,25.0,0.018475073,0.00058778,74.0,50.0,0.011096774,0.000352371,1,-1044,62,146,339,472,509,542,430,344,976.0,939.917330642
2030,2031,26138,0,1117,2,9,1.0,3,True,False,3,30,30,3,8,3,2,2.0,33,17,5,5,2,2,4,65.0,3,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.031491308,0.003541293,110.0,120.0,0.020923755,0.002622661,2,-223,159,252,203,311,325,348,237,186,228.0,306.338302236
1058,1058,17263,0,284,2,15,1.0,4,False,False,4,19,19,9,2,2,1,2.0,1,87,2,2,1,1,5,46.0,4,4,4,3,3,2,1,1,5.0,1,46.0,41.0,0.050784641,0.007112416,92.0,82.0,0.050784641,0.002417403,2,-97,62,152,78,130,107,120,135,92,82.0,73.8388209454
3806,3821,35343,1,123,2,15,1.0,5,True,False,4,19,19,3,8,2,2,2.0,239,90,5,5,1,2,5,57.0,1,4,4,6,6,2,2,1,1.0,2,57.0,62.0,0.071532691,0.003948449,114.0,124.0,0.002411327,0.002411327,2,-37,247,382,282,355,383,406,367,294,68.0,72.4897770344
3530,3545,33462,0,1073,2,1,2.0,5,True,False,1,22,22,3,8,1,2,2.0,180,119,3,3,1,2,10,82.0,10,4,4,4,4,2,2,1,10.0,2,58.0,25.0,0.177479413,0.001943012,116.0,50.0,0.079882698,0.001031834,1,-203,230,372,303,463,485,505,455,316,236.0,237.107358313
1701,1702,19923,0,284,2,1,1.0,4,False,False,1,22,22,9,2,2,1,3.0,1,120,21,21,1,1,5,20.0,5,4,4,24,24,2,1,1,5.0,1,20.0,20.0,0.007010817,0.00140119,40.0,40.0,0.004673878,0.000934172,2,-1,129,184,130,182,181,191,171,140,172.0,41.7668536846
337,337,15599,0,964,2,5,1.0,4,False,False,4,19,19,55,2,1,1,2.0,1,93,2,2,1,1,5,35.0,5,4,4,3,3,2,1,1,5.0,1,35.0,35.0,0.056626988,0.008464157,70.0,70.0,0.056626988,0.003769144,2,-424,0,9,20,12,16,20,26,17,148.0,354.124495902
1871,1872,24370,0,835,2,9,2.0,5,True,False,3,39,39,3,9,3,2,2.0,33,27,5,5,1,2,10,65.0,1,4,4,3,3,2,2,1,10.0,2,55.0,60.0,0.031491308,0.001640097,110.0,120.0,0.020923755,0.000999534,2,20,211,253,193,293,305,328,237,186,273.0,213.398408147
3564,3579,33498,0,310,2,26,1.0,11,True,False,4,47,47,3,8,2,2,2.0,221,38,10,10,2,2,1,45.0,1,4,4,11,11,2,2,1,4.0,2,25.0,20.0,0.018768328,0.021215249,50.0,40.0,0.123197889,0.015155425,1,-134,217,361,271,391,422,444,311,284,150.0,177.24984702
757,757,16442,0,370,2,1,1.0,5,False,False,1,22,22,13,2,2,1,2.0,1,122,1,1,1,2,6,28.0,6,4,4,2,2,2,1,1,6.0,2,19.0,19.0,0.023309003,0.00145325,38.0,38.0,0.015534303,0.000761015,2,-93,59,101,81,91,106,118,100,72,92.0,120.003122049
3085,3086,31181,0,792,2,5,1.0,11,True,False,4,46,46,72,8,1,2,2.0,0,0,5,5,2,2,4,105.0,1,4,4,3,3,2,2,1,5.0,2,85.0,95.0,0.077746998,0.041030532,170.0,190.0,0.059631192,0.035197953,2,-110,207,340,241,375,392,414,372,257,158.0,203.717612842
4,4,15042,0,704,2,26,1.0,4,False,False,4,47,47,31,2,1,6,2.0,2,44,2,2,1,1,2,25.0,1,4,4,3,3,7,1,1,2.0,1,25.0,30.0,0.128320287,0.071348272,50.0,60.0,0.128320287,0.029063035,2,-54,58,92,53,79,77,85,89,65,67.0,117.720568707
2061,2062,26200,0,242,2,1,1.0,3,True,False,1,22,22,3,2,1,2,3.0,0,122,6,6,1,1,4,12.0,4,4,4,7,7,2,2,1,4.0,1,12.0,0.0,0.004827862,0.002544237,24.0,0.0,0.004230041,0.001007431,2,-1,168,252,170,255,261,283,219,182,24.0,49.5780510058
2846,2847,30079,0,1327,2,9,1.0,1,True,False,3,34,34,3,8,2,2,2.0,218,21,5,5,1,2,5,65.0,2,4,4,6,6,2,2,1,5.0,2,55.0,60.0,0.031491308,0.00070244,110.0,120.0,0.020923755,0.000514338,2,-5,246,320,225,345,358,381,308,239,131.0,178.65317446
1142,1142,17459,1,211,2,7,1.0,11,False,False,4,19,19,14,2,2,1,3.0,273,89,2,2,1,1,5,36.0,1,4,4,3,3,2,1,1,5.0,1,36.0,36.0,0.060114281,0.008869347,72.0,72.0,0.060114281,0.004172825,2,-46,119,178,133,186,183,200,170,130,84.0,107.686006837
3150,3162,31363,1,1415,2,25,1.0,5,True,False,3,38,38,3,8,2,2,2.0,81,24,5,5,1,1,1,55.0,1,4,4,3,3,2,2,1,1.0,1,60.0,65.0,0.024233513,0.030720481,120.0,130.0,0.021304187,0.023747103,2,-57,194,351,257,325,337,360,303,269,81.0,70.7633165328
1495,1496,19467,0,952,2,1,32.0,4,False,False,1,19,19,26,2,1,1,2.0,2,79,1,1,1,1,160,36.0,7,4,4,2,2,2,1,1,5.0,1,36.0,38.9047501237,0.019180109,0.000885259,72.0,77.8095002474,0.012786739,0.00044263,2,-119,28,21,41,51,59,63,22,11,173.0,162.549203733
1576,1577,19674,0,1193,2,5,1.0,4,False,False,4,47,47,26,2,1,1,2.0,2,59,2,2,2,1,4,45.0,1,4,4,3,3,2,1,1,5.0,1,35.0,45.0,0.065114998,0.040246526,70.0,90.0,0.065114998,0.035551513,2,-73,41,51,42,59,48,57,77,33,104.0,95.252567023
1394,1394,19207,0,109,2,9,1.0,4,False,False,3,42,42,38,2,1,3,2.0,2,30,2,2,2,1,1,45.0,1,4,4,3,3,5,1,1,2.0,1,35.0,35.0,0.02232773,0.015599671,70.0,70.0,0.02232773,0.010904658,2,-114,29,78,42,49,56,63,0,26,127.0,124.194638964
4257,4273,40038,1,208,2,1,1.0,5,True,False,1,22,22,3,8,2,2,3.0,191,120,3,3,1,2,10,47.0,10,4,4,4,4,2,2,1,10.0,2,37.0,25.0,0.018475073,0.001133341,74.0,50.0,0.011096774,0.000632687,1,-118,309,461,349,509,537,578,440,353,142.0,128.820098948
2393,2394,28095,0,781,2,1,18.0,1,True,False,1,21,21,32,8,3,4,2.0,180,102,3,3,2,2,154,47.0,154,4,4,4,4,5,2,1,180.0,2,37.0,25.0,0.018475073,0.0006347,74.0,50.0,0.011096774,0.000340641,1,-244,246,438,332,481,520,556,424,339,435.0,300.261529541
2394,2395,28096,0,781,2,1,12.0,1,True,False,1,21,21,32,8,3,4,2.0,180,102,3,3,2,2,47,47.0,47,4,4,4,4,5,2,1,60.0,2,37.0,25.0,0.018475073,0.00058778,74.0,50.0,0.011096774,0.000352371,1,-201,246,438,330,458,500,523,421,338,392.0,269.287536374
2969,2970,30638,1,271,2,7,1.0,5,True,False,4,19,19,3,8,1,2,2.0,227,87,5,5,3,2,1,65.0,1,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.079483096,0.005006655,110.0,120.0,0.063603234,0.003073742,2,-166,223,334,243,376,451,473,328,256,242.0,242.312353736
577,577,15961,0,1357,2,7,1.0,5,False,False,4,19,19,13,2,2,1,2.0,6,87,2,2,1,1,5,35.0,5,4,4,3,3,2,1,1,5.0,1,35.0,35.0,0.060114281,0.00757173,70.0,70.0,0.060114281,0.00287679,2,-34,54,65,50,63,62,64,74,47,79.0,85.0013148975
749,749,16437,0,1282,2,1,8.0,5,False,False,1,22,22,17,2,2,1,2.0,1,122,1,1,3,2,12,28.0,12,4,4,2,2,2,1,1,48.0,2,19.0,19.0,0.023309003,0.001301923,38.0,38.0,0.015534303,0.000694741,2,-199,59,101,81,186,183,198,100,72,198.0,213.512360448
1443,1443,19301,0,1102,2,15,8.0,4,False,False,4,19,19,44,2,1,1,2.0,1,83,21,21,1,1,32,25.0,32,4,4,24,24,2,1,1,32.0,1,25.0,25.0,0.017206694,0.005331331,50.0,50.0,0.011471079,0.00355417,2,-169,12,63,55,79,64,75,89,66,211.0,107.878274566
2963,2964,30635,0,870,2,3,1.0,5,True,False,4,47,47,32,8,2,4,2.0,224,56,5,5,2,1,4,80.0,3,4,4,3,3,2,2,1,5.0,2,60.0,70.0,0.074123837,0.053086223,120.0,140.0,0.066575584,0.036548189,2,-124,199,352,245,364,393,415,342,255,166.0,196.906881063
4123,4139,38581,1,207,2,1,1.0,5,True,False,1,22,22,3,8,1,2,3.0,202,120,3,3,1,2,10,47.0,10,4,4,4,4,2,2,1,10.0,2,37.0,25.0,0.018475073,0.001049275,74.0,50.0,0.011096774,0.00061394,1,-127,294,440,330,458,511,547,421,338,142.0,147.922302697
2982,2983,30719,0,1217,2,25,1.0,5,True,False,3,30,30,3,8,1,2,2.0,218,17,5,5,1,1,5,65.0,5,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.036805278,0.018863387,110.0,120.0,0.029257026,0.014389938,2,-64,201,334,247,329,352,375,329,258,109.0,119.110514675
1094,1094,17352,0,798,2,7,1.0,5,False,False,4,19,19,13,2,2,1,2.0,1,89,13,13,1,1,6,30.0,6,4,4,14,14,2,1,1,6.0,1,30.0,15.0,0.003744688,0.002996807,60.0,30.0,0.002496509,0.002038028,2,-45,108,159,107,151,146,172,149,118,65.0,90.8294621955
3697,3712,34697,0,12,2,0,1.0,5,True,False,1,22,22,3,8,2,2,2.0,55,122,3,3,1,2,5,47.0,5,4,4,4,4,2,2,1,5.0,2,37.0,25.0,0.018475073,0.00103931,74.0,50.0,0.011096774,0.000602886,1,-153,228,372,266,429,448,470,338,286,167.0,160.950760322
4180,4196,38966,1,208,2,1,4.0,5,True,False,1,22,22,3,7,1,2,3.0,191,122,3,3,1,2,40,49.0,10,4,4,4,4,2,2,1,40.0,2,37.0,25.0,0.018475073,0.001049275,74.0,50.0,0.011096774,0.00061394,1,-232,249,444,336,467,511,554,426,342,244.0,151.685063362
3220,3232,31697,0,648,2,26,1.0,5,True,False,4,47,47,72,8,2,2,2.0,79,52,5,5,3,2,3,60.0,2,4,4,3,3,2,2,1,5.0,2,60.0,70.0,0.175953079,0.058143343,120.0,140.0,0.147800587,0.036288563,1,-174,188,343,250,366,414,436,308,262,180.0,234.406818047
3025,3026,31075,1,1463,2,26,1.0,5,True,False,4,19,19,3,8,1,2,2.0,110,85,5,5,3,2,4,65.0,3,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.045138548,0.004249385,110.0,120.0,0.03260845,0.002617554,2,-124,194,337,238,358,388,410,324,252,155.0,146.791312366
2499,2500,29040,0,12,2,7,2.0,5,True,False,4,19,19,3,8,4,2,2.0,100,89,5,5,1,2,10,60.0,10,4,4,3,3,2,2,1,10.0,2,50.0,55.0,0.035854198,0.004392547,100.0,110.0,0.024078925,0.002614185,2,-47,188,304,212,309,321,344,283,225,110.0,113.723535733
344,344,15608,0,459,2,27,1.0,5,False,False,4,49,49,44,2,1,1,2.0,1,65,7,7,1,1,3,25.0,3,4,4,8,8,2,1,1,3.0,1,25.0,20.0,0.047001658,0.02856938,50.0,40.0,0.047001658,0.020944135,2,-147,20,56,37,55,52,59,68,0,168.0,151.24890792
669,669,16193,0,1191,2,2,1.0,4,False,False,4,47,47,26,2,1,1,2.0,2,59,2,2,1,1,5,45.0,1,4,4,3,3,2,1,1,5.0,1,35.0,45.0,0.065114998,0.045454971,70.0,90.0,0.065114998,0.040759958,2,-66,43,51,42,54,50,58,53,33,104.0,127.505181486
4212,4228,39555,0,37,2,0,1.0,5,True,False,1,19,19,3,8,1,2,2.0,204,77,3,3,1,2,10,82.0,10,4,4,4,4,2,2,1,10.0,2,58.0,25.0,0.177479413,0.001951427,116.0,50.0,0.079882698,0.001144835,1,-120,300,452,344,512,543,560,454,349,126.0,152.885844412
2096,2097,26655,0,1117,2,9,3.0,3,True,False,3,30,30,3,8,3,2,2.0,164,17,5,5,1,2,15,65.0,15,4,4,3,3,2,2,1,15.0,2,55.0,60.0,0.031491308,0.003267048,110.0,120.0,0.020923755,0.002383629,2,87,237,261,186,278,289,312,257,191,148.0,159.356096483
1772,1773,22805,0,902,2,22,1.0,5,True,False,3,39,39,32,13,2,2,2.0,0,25,5,5,1,2,5,60.0,1,4,4,3,3,2,2,1,5.0,2,50.0,55.0,0.037590296,0.007036055,100.0,110.0,0.028532393,0.005389987,2,34,218,281,186,291,303,326,253,201,338.0,216.986169231
3170,3182,31525,0,302,2,26,1.0,11,True,False,4,44,44,72,8,1,2,2.0,61,38,10,10,2,2,1,45.0,1,4,4,11,11,2,2,1,4.0,2,25.0,20.0,0.117672962,0.021215249,50.0,40.0,0.102552727,0.015155425,1,-142,207,340,238,391,417,439,305,252,184.0,216.552968179
3253,3268,31752,1,645,2,5,1.0,5,True,False,4,47,47,3,8,1,2,2.0,236,46,5,5,2,2,4,67.0,3,4,4,3,3,2,2,1,1.0,2,57.0,62.0,0.065801889,0.006703818,114.0,124.0,0.004153317,0.004153317,2,-161,219,371,275,389,445,467,367,288,163.0,195.433607565
1052,1052,17240,0,124,2,0,36.0,4,False,False,1,22,22,25,2,1,1,2.0,1,120,1,1,2,1,30,42.0,30,4,4,2,2,2,1,1,36.0,1,42.0,42.0,0.023309003,0.002509643,84.0,84.0,0.015534303,0.001347514,2,-108,89,205,98,137,161,178,140,101,162.0,132.302536316
4160,4176,38792,1,208,2,1,1.0,5,True,False,1,22,22,3,8,1,2,3.0,191,119,3,3,1,2,8,47.0,8,4,4,4,4,2,2,1,10.0,2,58.0,25.0,0.018475073,0.001266614,116.0,50.0,0.011096774,0.000705798,1,-94,295,441,331,462,500,528,424,339,119.0,111.755640523
3331,3346,32418,1,191,2,5,1.0,5,True,False,4,19,19,32,8,2,2,3.0,239,87,5,5,2,1,4,57.0,4,4,4,6,6,2,2,1,1.0,1,57.0,62.0,0.041062492,0.005468648,114.0,124.0,0.028532393,0.00334947,2,-107,243,383,282,391,432,454,369,296,189.0,157.167163517
602,602,15992,0,679,2,26,1.0,5,False,False,4,47,47,13,0,1,1,2.0,1,38,21,21,2,1,1,40.0,1,4,4,24,24,2,1,1,2.0,1,40.0,40.0,0.039829862,0.070700251,80.0,80.0,0.026553242,0.0471334,2,-219,35,69,31,72,145,159,81,49,197.0,231.729370342
2774,2775,29887,1,1466,2,26,1.0,5,True,False,4,19,19,3,8,3,2,2.0,65,85,5,5,2,2,3,67.0,2,4,4,3,3,2,2,1,5.0,2,57.0,62.0,0.045138548,0.005843229,114.0,124.0,0.03260845,0.003861197,2,-109,208,318,223,380,393,415,307,237,182.0,190.78451062
3866,3881,35925,0,345,2,26,1.0,9,True,False,4,44,44,3,8,2,2,2.0,221,37,10,10,2,1,1,25.0,1,4,4,11,11,2,2,1,4.0,1,25.0,20.0,0.131749208,0.021215249,50.0,40.0,0.116628974,0.015155425,1,-37,283,397,295,381,439,461,374,308,115.0,101.042428042
1496,1497,19468,0,952,2,1,16.0,4,False,False,1,19,19,26,2,1,1,2.0,2,78,1,1,3,1,2,36.0,2,4,4,2,2,2,1,1,5.0,1,36.0,38.9047501237,0.019180109,0.000830459,72.0,77.8095002474,0.012786739,0.000415305,2,-212,28,21,41,89,87,93,22,11,266.0,229.858342008
2522,2523,29069,0,512,2,15,8.0,5,True,False,4,19,19,3,8,3,2,2.0,218,84,5,5,1,2,40,60.0,40,4,4,3,3,2,2,1,40.0,2,50.0,55.0,0.035854198,0.000716317,100.0,110.0,0.024078925,0.000430751,2,53,242,304,212,299,313,336,283,225,95.0,125.993400869
292,292,15559,0,979,2,5,1.0,4,False,False,4,19,19,60,2,1,1,2.0,1,93,2,2,1,1,5,36.0,3,4,4,3,3,2,1,1,5.0,1,36.0,36.0,0.056626988,0.008430945,72.0,72.0,0.056626988,0.003735932,2,52,73,6,3,5,12,14,9,4,148.0,104.334468973
3335,3350,32483,1,1403,1,2,1.0,11,True,False,4,6,5,1,1,3,4,2.0,0,0,20,20,1,0,3,48.1282840237,3,4,4,23,23,5,2,2,3.0,1,42579.0,38.9047501237,0.019472141,0.018801173,85158.0,77.8095002474,0.019472141,0.017344282,1,-31,234,368,277,343,355,383,0,291,169.0,162.398466961
1879,1880,24580,0,827,2,9,1.0,5,True,False,3,39,39,72,9,3,2,2.0,0,27,5,5,3,2,1,60.0,1,4,4,3,3,2,2,1,5.0,2,50.0,55.0,0.036050453,0.001369271,100.0,110.0,0.024728074,0.000862604,2,-48,211,236,193,334,351,374,225,176,327.0,303.274262804
2650,2651,29636,0,1255,2,3,1.0,5,True,False,4,44,44,3,8,2,2,2.0,61,38,5,5,2,2,4,80.0,4,4,4,3,3,2,2,1,5.0,2,60.0,70.0,0.074123837,0.013096101,120.0,140.0,0.066575584,0.007910682,2,-108,187,313,229,348,362,385,326,243,147.0,165.421706797
1467,1468,19421,0,600,2,15,1.0,4,False,False,4,19,19,38,2,2,1,2.0,2,89,2,2,2,1,3,35.0,2,4,4,3,3,2,1,1,5.0,1,35.0,35.0,0.050784641,0.007230373,70.0,70.0,0.050784641,0.002535307,2,-55,33,11,12,6,32,23,12,7,143.0,101.698512895
644,644,16136,0,469,2,5,1.0,5,False,False,4,47,47,13,2,1,1,2.0,6,38,21,21,1,1,6,25.0,6,4,4,24,24,2,1,1,6.0,1,25.0,25.0,0.010934474,0.011549279,50.0,50.0,0.007289649,0.007699519,2,-10,77,83,55,73,70,78,83,63,72.0,71.7054633207
3968,3983,36586,0,249,2,7,1.0,10,True,False,4,19,19,1,8,2,2,3.0,61,85,5,5,2,2,4,60.0,4,4,4,6,6,2,2,1,5.0,2,50.0,55.0,0.032846974,0.001919532,100.0,110.0,0.021050566,0.001172998,2,-109,241,409,302,428,431,453,396,314,84.0,78.6586403676
1924,1925,24886,0,254,2,0,1.0,3,True,False,1,22,22,72,2,1,2,3.0,0,120,3,3,2,2,6,82.0,6,4,4,4,4,2,2,1,10.0,2,58.0,25.0,0.177479413,0.001943012,116.0,50.0,0.079882698,0.001031834,1,-553,152,434,327,501,528,559,434,335,566.0,457.363309591
1762,1763,22500,0,1238,2,23,1.0,5,True,False,4,0,0,0,14,2,0,2.12111947319,0,0,10,10,1,2,1,45.0,1,4,4,11,11,0,2,2,1.0,2,25.0,20.0,0.0,0.0,50.0,40.0,0.007548252,0.025052649,2,7,146,219,154,243,246,265,208,163,74.0,114.432589454
1959,1960,25404,0,1312,2,9,1.0,4,True,False,3,34,34,72,8,2,2,2.0,0,21,5,5,1,2,5,65.0,1,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.032246133,0.001285213,110.0,120.0,0.020923755,0.000711155,2,0,206,248,203,299,313,336,234,182,237.0,247.264174469
3036,3037,31144,1,1468,2,26,1.0,5,True,False,4,19,19,3,8,2,2,2.0,64,87,5,5,1,2,5,65.0,1,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.045138548,0.00629983,110.0,120.0,0.03260845,0.003870672,2,-98,194,338,244,325,346,369,328,256,128.0,124.483010313
1068,1068,17273,1,1098,2,23,1.0,5,False,False,4,49,49,44,6,0,1,1.0,1,64,7,7,1,1,1,48.1282840237,1,4,4,8,8,2,1,1,1.0,1,40.0,40.0,0.068719288,0.636489329,80.0,80.0,0.068719288,0.456273881,2,-89,113,154,129,197,194,213,0,0,127.0,297.838661237
2754,2755,29833,1,1066,2,3,2.0,5,True,False,4,47,47,3,8,2,4,2.0,242,54,5,5,1,2,8,65.0,4,4,4,3,3,2,2,1,10.0,2,55.0,60.0,0.045138548,0.010003421,110.0,120.0,0.03260845,0.006208242,2,-130,194,366,229,347,393,415,312,243,186.0,189.167285398
405,405,15704,0,952,2,1,16.0,5,False,False,1,19,19,25,2,1,1,2.0,2,78,1,1,2,1,68,36.0,68,4,4,2,2,2,1,1,5.0,1,36.0,38.9047501237,0.019180109,0.000849178,72.0,77.8095002474,0.012786739,0.000424514,2,-73,42,29,41,45,56,65,34,22,157.0,150.330576177
179,179,15261,0,677,2,10,1.0,5,False,False,1,21,21,14,12,1,3,2.0,1,102,21,21,1,1,3,40.0,3,4,4,24,24,5,1,1,3.0,1,40.0,38.9047501237,0.046712963,0.011126124,80.0,77.8095002474,0.045742408,0.007789796,2,-50,89,137,90,129,121,133,141,104,67.0,105.042752609
4187,4203,39240,0,281,2,5,1.0,5,True,False,4,47,47,3,10,2,2,2.0,17,37,5,5,2,2,9,60.0,9,4,4,6,6,2,2,1,10.0,2,50.0,55.0,0.032846974,0.001333837,100.0,110.0,0.021050566,0.000808267,2,-102,296,447,337,474,508,542,431,343,114.0,114.843029376
1466,1467,19421,0,600,2,15,1.0,4,False,False,4,19,19,38,2,2,1,2.0,2,89,2,2,1,1,5,35.0,2,4,4,3,3,2,1,1,5.0,1,35.0,35.0,0.050784641,0.007230373,70.0,70.0,0.050784641,0.002535307,2,-55,33,11,12,6,16,20,12,7,143.0,105.37701464
